"callee_name","callee_file","caller_name","caller_file","caller_start_line","caller_end_line"
"kh_get_ucl_hash_node","src/ucl_hash.c","ucl_hash_search","src/ucl_hash.c",448,483
"kh_get_ucl_hash_node","src/ucl_hash.c","ucl_hash_delete","src/ucl_hash.c",485,517
"kh_destroy_ucl_hash_node","src/ucl_hash.c","ucl_hash_destroy","src/ucl_hash.c",256,301
"kh_init_ucl_hash_node","src/ucl_hash.c","ucl_hash_create","src/ucl_hash.c",232,254
"ucl_hash_seed","src/ucl_hash.c","ucl_hash_caseless_func","src/ucl_hash.c",120,178
"ucl_hash_seed","src/ucl_hash.c","ucl_hash_func","src/ucl_hash.c",102,105
"ucl_msgpack_consume","src/ucl_msgpack.c","ucl_parse_msgpack","src/ucl_msgpack.c",1267,1303
"ucl_msgpack_get_next_container","src/ucl_msgpack.c","ucl_msgpack_consume","src/ucl_msgpack.c",872,1265
"ucl_msgpack_get_next_container","src/ucl_msgpack.c","ucl_msgpack_get_next_container","src/ucl_msgpack.c",802,841
"ucl_msgpack_insert_object","src/ucl_msgpack.c","ucl_msgpack_consume","src/ucl_msgpack.c",872,1265
"ucl_msgpack_is_container_finished","src/ucl_msgpack.c","ucl_msgpack_consume","src/ucl_msgpack.c",872,1265
"ucl_msgpack_get_container","src/ucl_msgpack.c","ucl_msgpack_consume","src/ucl_msgpack.c",872,1265
"ucl_msgpack_get_parser_from_type","src/ucl_msgpack.c","ucl_msgpack_consume","src/ucl_msgpack.c",872,1265
"ucl_set_include_path","src/ucl_parser.c","ucl_include_common","src/ucl_util.c",1519,1653
"ucl_parser_add_string","src/ucl_parser.c","main","tests/test_basic.c",32,303
"ucl_parser_add_string","src/ucl_parser.c","main","tests/test_schema.c",134,169
"ucl_parser_add_string_priority","src/ucl_parser.c","ucl_parser_add_string","src/ucl_parser.c",3169,3178
"ucl_parser_add_chunk","src/ucl_parser.c","main","tests/test_speed.c",69,160
"ucl_parser_add_chunk","src/ucl_parser.c","ucl_parse_macro_arguments","src/ucl_parser.c",2331,2422
"ucl_parser_add_chunk","src/ucl_parser.c","ucl_schema_resolve_ref","src/ucl_schema.c",741,880
"ucl_parser_add_chunk_priority","src/ucl_parser.c","ucl_parser_add_string_priority","src/ucl_parser.c",3154,3167
"ucl_parser_add_chunk_full","src/ucl_parser.c","main","tests/test_basic.c",32,303
"ucl_parser_add_chunk_full","src/ucl_parser.c","main","tests/test_generate.c",42,317
"ucl_parser_add_chunk_full","src/ucl_parser.c","main","tests/test_msgpack.c",102,200
"ucl_parser_add_chunk_full","src/ucl_parser.c","ucl_parser_insert_chunk","src/ucl_parser.c",3120,3152
"ucl_parser_add_chunk_full","src/ucl_parser.c","ucl_parser_add_chunk","src/ucl_parser.c",3109,3118
"ucl_parser_add_chunk_full","src/ucl_parser.c","ucl_parser_add_chunk_priority","src/ucl_parser.c",3097,3107
"ucl_parser_add_chunk_full","src/ucl_parser.c","ucl_parser_add_fd_full","src/ucl_util.c",2066,2102
"ucl_parser_add_chunk_full","src/ucl_parser.c","ucl_parser_add_file_full","src/ucl_util.c",2012,2041
"ucl_parser_add_chunk_full","src/ucl_parser.c","ucl_include_file_single","src/ucl_util.c",1085,1419
"ucl_parser_add_chunk_full","src/ucl_parser.c","ucl_include_url","src/ucl_util.c",1008,1071
"ucl_parser_register_variable","src/ucl_parser.c","main","tests/test_basic.c",32,303
"ucl_parser_register_variable","src/ucl_parser.c","ucl_parser_set_filevars","src/ucl_util.c",1977,2010
"ucl_parser_register_context_macro","src/ucl_parser.c","ucl_parser_new","src/ucl_parser.c",2804,2838
"ucl_parser_register_macro","src/ucl_parser.c","ucl_parser_new","src/ucl_parser.c",2804,2838
"ucl_parser_new","src/ucl_parser.c","main","tests/test_basic.c",32,303
"ucl_parser_new","src/ucl_parser.c","main","tests/test_generate.c",42,317
"ucl_parser_new","src/ucl_parser.c","main","tests/test_msgpack.c",102,200
"ucl_parser_new","src/ucl_parser.c","main","tests/test_schema.c",134,169
